["338300061", "\"2021-01-08 07:23:41 GMT\""]	"338300061,\"2021-01-08 07:23:41 GMT\",32.71455,-117.23325,111.6,0.1,511,15,0,\"ELOQUENCE\",\"WDC5638\",36,12,1,1,2,0,\"\",\"00-00 00:00\""
["312985000", "\"2021-01-08 07:24:16 GMT\""]	"312985000,\"2021-01-08 07:24:16 GMT\",35.50862,139.75403,359.8,0,73,5,9215062,\"JUN HE\",\"V3IA2\",70,70,6,3,9,2.9,\"JP KWS OFF\",\"01-08 12:30\""
["314496000", "\"2021-01-08 07:09:08 GMT\""]	"314496000,\"2021-01-08 07:09:08 GMT\",54.03692,8.14895,283,0.1,34,1,9524827,\"BERKAY N\",\"8PAT8\",70,92,13,4,16,9.1,\"DEBRB\",\"01-05 12:00\""
["316004971", "\"2021-01-08 07:24:32 GMT\""]	"316004971,\"2021-01-08 07:24:32 GMT\",49.26669,-124.15175,28.9,0,511,15,0,\"EMPRESS III\",\"\",60,3,7,3,1,0,\"\",\"00-00 00:00\""
["316020878", "\"2021-01-08 07:26:00 GMT\""]	"316020878,\"2021-01-08 07:26:00 GMT\",48.52217,-122.60704,256.5,0.1,106,0,0,\"ROSE MACKENZIE\",\"CFA2855\",31,7,14,0,7,4.2,\"NEW-WESTMINSTER\",\"10-16 03:00\""
["319178200", "\"2021-01-08 07:24:00 GMT\""]	"319178200,\"2021-01-08 07:24:00 GMT\",39.56131,2.62849,90,0,511,5,9905007,\"SANGHA\",\"ZGKK7\",37,30,12,4,3,2.7,\"PALMA\",\"00-00 24:60\""
["273213010", "\"2021-01-08 07:20:43 GMT\""]	"273213010,\"2021-01-08 07:20:43 GMT\",77.09782,11.90444,251.8,3,221,7,8522286,\"OBELYAY\",\"UIOL\",30,20,42,4,10,6.2,\"FISHING GROUND\",\"00-00 24:60\""
["305707000", "\"2021-01-08 06:59:13 GMT\""]	"305707000,\"2021-01-08 06:59:13 GMT\",53.73949,-0.26418,285.8,0.1,108,5,9110559,\"MARUS\",\"V2AR3\",70,92,7,12,4,4.6,\"GBHUL\",\"01-08 01:59\""
["308162000", "\"2021-01-08 07:24:14 GMT\""]	"308162000,\"2021-01-08 07:24:14 GMT\",51.88983,4.43052,116,0.2,63,5,8758603,\"CASTORO SEI\",\"C6DF4\",99,16,150,31,40,9.2,\"ACCESS WORLD TERMINA\",\"07-23 12:00\""
["311816000", "\"2021-01-08 07:24:30 GMT\""]	"311816000,\"2021-01-08 07:24:30 GMT\",22.49124,113.82311,302.4,0.1,46,1,9291262,\"MATTERHORN SPIRIT\",\"C6UK6\",80,208,46,24,20,6,\"SHEKOU\",\"12-18 08:00\""
["367006770", "\"2021-01-08 07:26:00 GMT\""]	"367006770,\"2021-01-08 07:26:00 GMT\",33.71456,-118.26594,258.3,1.3,254,0,0,\"ROBYN J\",\"WTQ4065\",32,7,29,2,6,2.8,\"LOS ANGELES\",\"01-05 21:00\""
["367331070", "\"2021-01-08 07:26:02 GMT\""]	"367331070,\"2021-01-08 07:26:02 GMT\",29.74483,-93.86911,52.4,0,328,0,9423140,\"SP CORAL\",\"WDE2897\",90,15,15,6,6,8.5,\"BELLE PASSE\",\"05-26 15:00\""
["367678850", "\"2021-01-08 07:25:58 GMT\""]	"367678850,\"2021-01-08 07:25:58 GMT\",33.90822,-118.45013,58.6,0.1,79,5,0,\"LELA FRANCO\",\"WDI2504\",99,8,16,5,5,6,\"EL SEGUNDO\",\"09-09 07:00\""
["368039120", "\"2021-01-08 07:23:44 GMT\""]	"368039120,\"2021-01-08 07:23:44 GMT\",40.72766,-73.96158,360,0,511,15,0,\"ROYAL PRINCESS\",\"WDK2805\",60,15,14,3,4,0,\"\",\"00-00 00:00\""
["368115480", "\"2021-01-08 07:25:57 GMT\""]	"368115480,\"2021-01-08 07:25:57 GMT\",32.13814,-81.1413,84.1,0,511,15,0,\"CAPT RICHARD\",\"WDL2799\",31,2,16,5,2,0,\"\",\"00-00 24:60\""
["413450720", "\"2021-01-08 07:22:14 GMT\""]	"413450720,\"2021-01-08 07:22:14 GMT\",32.52083,121.40291,298.5,0,511,15,0,\"ZHE PU GONG 2019\",\"\",90,25,15,7,6,0,\"\",\"00-00 00:00\""
["413801886", "\"2021-01-08 07:23:06 GMT\""]	"413801886,\"2021-01-08 07:23:06 GMT\",31.9205,120.13942,0,0.1,0,15,0,\"YONG AN 2299\",\"2299\",70,59,11,6,6,4.2,\"8\",\"00-00 00:00\""
["413849653", "\"2021-01-08 07:23:25 GMT\""]	"413849653,\"2021-01-08 07:23:25 GMT\",31.91999,120.18418,360,0,511,1,0,\"LONG SHENG YONG YUN\",\"\",70,90,15,8,8,4.6,\"JIANGYIN\",\"01-07 09:27\""
["431013288", "\"2021-01-08 07:15:51 GMT\""]	"431013288,\"2021-01-08 07:15:51 GMT\",34.65085,135.1591,204.7,0.1,10,15,0,\"KAISHINMARU\",\"JD4558\",80,46,9,3,7,0,\"\",\"00-00 00:00\""
["440019060", "\"2021-01-08 07:25:55 GMT\""]	"440019060,\"2021-01-08 07:25:55 GMT\",36.94295,126.85666,20.5,0,511,0,0,\"HAEYANG\",\"101\",0,0,0,0,0,0,\"\",\"00-00 00:00\""
["211599340", "\"2021-01-08 07:26:00 GMT\""]	"211599340,\"2021-01-08 07:26:00 GMT\",53.53635,8.58037,263.9,0,511,0,0,\"NORDENHAM\",\"DC4779\",60,30,30,7,7,2.5,\"BREMERHAVEN-BLEXEN\",\"01-05 00:00\""
["211785530", "\"2021-01-08 07:21:40 GMT\""]	"211785530,\"2021-01-08 07:21:40 GMT\",53.52604,9.8894,360,0,247,5,0,\"DETTMER TANK 126\",\"DJ3761\",90,85,0,0,10,2,\"ANS ENDE DER WELT\",\"00-00 24:60\""
["215000744", "\"2021-01-08 07:24:05 GMT\""]	"215000744,\"2021-01-08 07:24:05 GMT\",39.56454,2.62918,360,0.1,511,5,0,\"GRAND CRU\",\"9HB5485\",37,10,16,3,3,2,\"ESPMI\",\"08-12 15:00\""
["224082270", "\"2021-01-08 07:17:56 GMT\""]	"224082270,\"2021-01-08 07:17:56 GMT\",38.34128,-0.48227,137,0.1,511,15,0,\"CARTHAGO DOS\",\"\",36,7,7,4,1,0.6,\"\",\"01-15 12:41\""
["225981136", "\"2021-01-08 07:23:08 GMT\""]	"225981136,\"2021-01-08 07:23:08 GMT\",39.56774,2.63228,295.8,0,511,15,0,\"PORTALS VELLS\",\"\",36,8,6,5,2,0,\"\",\"00-00 00:00\""
